[0.14-11.42] 好
[3359.39-3360.57] 中国女孩没有信心
[3360.57-3362.33] 以为自己就不行
[3362.33-3365.29] 那是因为他们的男人从来没有做到过
[3365.29-3367.15] 所以他们可能也不止有一个男人
[3367.15-3368.95] 但是从来没高过
[3368.95-3371.27] 所以他有了高潮之后
[3371.27-3372.95] 他也会建立信心
[3372.95-3376.91] 迅速的达到一高潮体质
[3376.91-3379.61] 女生如果你要是完全了解她的身体
[3379.61-3380.37] 一高潮的话
[3380.37-3384.19] 你说跟我今天的功夫的话
[3384.19-3385.89] 我就是20分钟让她高潮
[3385.89-3387.73] 就是20分钟之内解决战斗
[3389.39-3391.69] 就是你太熟悉她了
[3391.69-3394.03] 你的功夫太闲说
[3394.03-3397.51] 让女生的这种高潮的耗时
[3397.51-3399.63] 就会从开始的一个多小时
[3399.63-3400.59] 折腾一个多小时
[3400.59-3402.29] 最后越缩越短
[3402.29-3403.41] 对于熟悉的女伴
[3403.41-3405.21] 你看这个观众写
[3405.21-3407.09] 他说我大飙客
[3407.09-3409.07] 大飙客说我熟悉的女伴
[3409.07-3410.89] 他现在15分钟足以让她高潮
[3410.89-3412.45] 这不是吹牛
[3412.45-3413.59] 就是这样的
[3413.59-3415.61] 那么一小时的啪啪啪
[3415.61-3418.05] 也可以让女性女伴高潮多次
[3418.05-3419.37] 女孩的高潮是最高潮的
[3419.39-3421.93] 女伴的高潮几乎是可以无限的
[3421.93-3422.89] 这个也是实话
[3422.89-3424.51] 女孩的高潮就是
[3424.51-3427.91] 两次是肯定没问题
[3427.91-3429.11] 取决于她的体能
[3429.11-3432.17] 虽然是无限的
[3432.17-3433.93] 但是三次以后的女生
[3433.93-3434.79] 一般都是
[3434.79-3437.73] 就是烂醉如泥
[3437.73-3438.51] 贪婪如泥
[3438.51-3440.21] 她也就是有闲者时间了
[3440.21-3441.95] 那个闲者时间倒不是说因为什么
[3441.95-3444.43] 而是因为她妈的累死了
[3444.43-3445.67] 就是因为这个
[3445.67-3446.99] 大家懂吧
[3446.99-3448.37] 就是那个神龙生气了
[3449.39-3450.61] 小悟空你又死了
[3450.61-3451.65] 他又给召唤出来了
[3451.65-3453.37] 让他复活吧
[3453.37-3454.65] 一会又死了
[3454.65-3455.63] 神龙生气了
[3455.63-3456.65] 你怎么老死啊
[3456.65-3458.13] 你把我当什么了
[3458.13-3459.05] 神龙生气了
[3459.05-3462.13] 所以女生的闲者时间是这么来的
[3462.13-3463.11] 然后他说
[3463.11-3464.83] 我最高的记录是一次啪啪啪
[3464.83-3466.05] 让女生高潮了七次
[3466.05-3468.97] 这个就是他有凡尔赛的成分
[3468.97-3470.61] 一个是取决于当时的状态
[3470.61-3472.03] 他也不是天天如此
[3472.03-3474.37] 在属于那个女生的状态
[3474.37-3477.37] 所以这个不足为
[3477.37-3479.35] 不足为
[3479.39-3479.77] 指标
[3479.77-3482.97] 那么啪啪啪让女人高超两次
[3482.97-3484.37] 则是稀松平常的事情
[3484.37-3486.89] 一般的女人也不会要求两次
[3486.89-3488.87] 有一次还挺满足的
[3488.87-3491.13] 尤其是上了岁数了
[3491.13-3492.41] 年轻小女孩可能
[3492.41-3495.71] 希望多弄个一两次
[3495.71-3497.29] 这一般的
[3497.29-3498.69] 小少妇
[3498.69-3500.75] 一次完美的高潮
[3500.75-3502.45] 小少妇就高高兴兴洗澡睡觉
[3502.45-3506.31] 由于偏扶限制
[3506.31-3507.83] 如果教主和教友们感兴趣
[3507.83-3509.07] 等下次再写一下
[3509.39-3510.79] 火箭摩擦祭典
[3510.79-3512.83] 和女生一次啪啪啪多次高潮的那种
[3512.83-3513.13] 好吧
[3513.13-3514.17] 你别吹牛逼就行
[3514.17-3515.73] 你别凡尔赛就行
[3515.73-3516.51] 对
[3516.51-3518.13] 七次不可能吹大牛
[3518.13-3519.53] 他有可能这一次
[3519.53-3519.93] 琳达
[3519.93-3520.65] 你不能
[3520.65-3521.41] 你不七次
[3521.41-3522.69] 就不是否认别人
[3522.69-3525.37] 他有可能就是偶尔一次碰到七次
[3525.37-3528.17] 当然也有可能是真正吹牛
[3528.17-3530.01] 反正我是没见过
[3530.01-3533.11] 三次的我都没见过
[3533.11-3535.53] 所以他有可能是大飘客
[3535.53-3536.31] 有大飘客
[3536.31-3537.05] 有可能吹牛
[3537.05-3538.09] 但是无所谓
[3538.09-3539.37] 也可能是咱们数目
[3539.39-3541.07] 咱们打不到以为人家吹牛
[3541.07-3544.57] 都说他都说不可能
[3544.57-3546.25] 尤其是女生都生气了
[3546.25-3549.65] 女生这次大飘客来了
[3549.65-3552.09] 男性大飘客在只有一次
[3552.09-3554.47] 七次就强调自己没吹牛
[3554.47-3556.27] 你多余写
[3556.27-3557.43] 大飘客以后
[3557.43-3560.23] 你要再说那个祭典的细节的话
[3560.23-3561.07] 你再写来写
[3561.07-3561.79] 我还给你念
[3561.79-3564.51] 但是你可别拿你那偶尔一次在这写
[3564.51-3567.81] 你会把小朋友带坏的
[3569.39-3570.85] 这点还吹牛死去
[3570.85-3572.63] 好了
[3572.63-3576.87] 最后希望我的经验能够帮助到
[3576.87-3578.29] 男性宇宙的各位教友
[3578.29-3580.21] 但吃水不忘挖井人
[3580.21-3581.41] 我有个小小的要求
[3581.41-3583.65] 就是所有使用到我的方法
[3583.65-3585.57] 让女伴性高潮的教友们
[3585.57-3587.83] 要来教主频道打赏留言
[3587.83-3590.93] 并爱她教主和男性大飘客
[3590.93-3593.15] 告知已经完成了
[3593.15-3594.99] 床上绅士的修炼认证
[3594.99-3596.55] 和买家秀反馈
[3596.55-3596.83] 好
[3596.83-3597.85] 这个提议好
[3597.85-3598.75] 如果你们听了
[3598.75-3599.37] 请点赞
[3599.37-3601.17] 我这一堂课
[3601.17-3602.23] 真的完成了
[3602.23-3605.01] 床上绅士的认证和修行过程
[3605.01-3607.07] 你们要过来打赏
[3607.07-3608.17] 钱数是少
[3608.17-3613.05] 但是要表示一个买家秀的感恩和反馈
[3613.05-3615.51] 一是感谢教主能读我的信
[3615.51-3617.27] 让大家看到我的知识内容
[3617.27-3619.19] 二是我最为知识分享者
[3619.19-3621.29] 也获得真正的用户的正反馈
[3621.29-3622.55] 再次感谢教主
[3622.55-3624.37] 在老王哥这座大神面前
[3624.37-3625.25] 班门弄斧了
[3625.25-3626.41] 你也挺神的
[3626.41-3627.79] 我可没你那么厉害
[3627.79-3628.93] 真心祝福
[3628.93-3630.05] 老王频道越办越好
[3630.05-3631.13] 教主越来越年轻
[3631.13-3632.67] 拿姓宇宙的男女教友们
[3632.67-3633.93] 都天天能兴高潮
[3633.93-3634.37] 好
[3634.37-3637.49] 祝好拿姓大镖客
[3637.49-3639.59] 2025年8月27日
[3639.59-3640.13] 谢谢你
[3640.13-3641.13] 拿姓大镖客
[3641.13-3641.81] 谢谢你
[3641.81-3643.07] 你这个真知灼见
[3643.07-3645.35] 真的是无私分享
[3645.35-3646.03] 你要知道
[3646.03-3647.11] 这些真知灼见
[3647.11-3650.35] 其实是很难得的
[3650.35-3652.57] 而且要是真是传授的话
[3652.57-3653.57] 是要收费的
[3653.57-3655.97] 而且就是就跟过去练武一样
[3655.97-3658.47] 最后会变着花的骗你
[3658.93-3659.29] 为什么
[3659.29-3661.51] 十分钟给你教完了
[3661.51-3663.83] 你还会交学费吗
[3663.83-3665.81] 所以什么第一年让你担水
[3665.81-3667.75] 第二年让你扫地
[3667.75-3669.93] 第三年让你在筐边上走
[3669.93-3672.09] 先他们奴役你三年
[3672.09-3673.19] 做你三年的苦功
[3673.19-3675.63] 第四年再教你点什么扎马步
[3675.63-3677.39] 这个为什么
[3677.39-3678.25] 就是坏
[3678.25-3679.83] 老师要吃你
[3679.83-3680.77] 割你韭菜
[3680.77-3682.19] 但是花也大镖客
[3682.19-3683.33] 和我大老王子
[3683.33-3684.55] 就是直接一把
[3684.55-3687.05] 一把给大家捅露了
[3687.05-3688.49] 自己修行去
[3688.93-3691.67] 拿小笔小纸
[3691.67-3693.61] 把这几个要点记下来
[3693.61-3694.49] 如果你们有
[3694.49-3697.59] 录屏转字幕的软件的话
[3697.59-3698.57] 把精华
[3698.57-3699.45] 又可以切片的
[3699.45-3700.33] 把精华切好
[3700.33-3703.79] 你们基本上
[3703.79-3705.05] 男女闯地之间
[3705.05-3706.33] 这点事就在于此
[3706.33-3708.09] 所谓的素女精
[3708.09-3710.13] 尽在于此
[3710.13-3712.83] 然后就是养生的过程
[3712.83-3713.87] 就是养生的过程
[3713.87-3714.99] 就是我跟大家讲过
[3714.99-3718.03] 就是在中间的过程
[3718.03-3718.91] 就是不是
[3718.93-3721.59] 设的双方男女最高潮的过程
[3721.59-3722.75] 就是在中间的过程
[3722.75-3725.33] 这是花也大镖客没有写的
[3725.33-3726.87] 就是你们看
[3726.87-3728.61] 我现在的状态特别好
[3728.61-3729.15] 你看了
[3729.15-3730.23] 我现在状态就是
[3730.23-3733.35] 就是心神很旺
[3733.35-3734.33] 能看到吧
[3734.33-3734.83] 心力
[3734.83-3737.41] 有一个成语叫心力憔悴
[3737.41-3739.05] 或者心力交瘁
[3739.05-3740.57] 我这是正好相反
[3740.57-3742.23] 我是心力不交瘁
[3742.23-3744.31] 或者心力完全没有交瘁
[3744.31-3746.11] 就是心力旺盛
[3746.11-3747.37] 你能看出来吧
[3747.37-3747.87] 这个状态
[3747.87-3748.73] 这个就是什么
[3748.73-3749.99] 它这跟男女之世
[3749.99-3752.53] 就所谓双修是有关系的
[3752.53-3753.71] 这真是有关系
[3753.71-3755.07] 所以你们
[3755.07-3757.27] 就是在中间那80%
[3757.27-3758.49] 那个路上
[3758.49-3760.25] 就是来回的那百分之路上
[3760.25-3761.99] 我之前教给你们
[3761.99-3764.85] 就是行小周天土纳之法
[3764.85-3766.21] 就是采阴补阳
[3766.21-3767.67] 就是采纳之法
[3767.67-3769.71] 就是你观想
[3769.71-3770.73] 自己有一个气球
[3770.73-3772.35] 从你百会雪
[3772.35-3774.29] 吸天地之灵气进来之后
[3774.29-3775.99] 沿着你的人多二脉
[3775.99-3778.27] 就沿着你后脊梁骨
[3778.27-3778.73] 下
[3778.73-3780.41] 然后在你的会阴
[3780.41-3783.89] 摄入到女性身体里边
[3783.89-3786.27] 然后再给它抽回来
[3786.27-3787.97] 从把世界精华
[3787.97-3790.01] 从女体内子宫里边
[3790.01-3791.95] 给你通过你的男根吸回来
[3791.95-3793.29] 然后沿着你的肚臍
[3793.29-3794.41] 就是沿你胸口这样
[3794.41-3795.63] 胸口轮
[3795.63-3797.03] 嗓子眼喉
[3797.03-3797.51] 然后
[3797.51-3799.01] 倒口腔
[3799.01-3800.31] 这样循环
[3800.31-3801.11] 这样循环
[3801.11-3802.73] 这样你就会发现
[3802.73-3804.29] 当你循环到喉咙的时候
[3804.29-3805.87] 你就会有一口唾液咽下去
[3805.87-3807.57] 不由自主的一大口唾液
[3807.57-3808.71] 这就叫金液
[3808.73-3810.43] 天津的金
[3810.43-3810.95] 金液
[3810.95-3812.75] 这个就是所谓的炼丹
[3812.75-3815.41] 在这个过程中
[3815.41-3816.85] 你可以享受这个过程
[3816.85-3818.23] 女人在这个过程中
[3818.23-3819.23] 她也很舒服的
[3819.23-3820.27] 你也可以交给她
[3820.27-3822.35] 你们俩对着踩是可以的
[3822.35-3822.81] 但是
[3822.81-3824.87] 甭管她了
[3824.87-3825.35] 反正有
[3825.35-3827.47] 以我个人的经验
[3827.47-3829.15] 她们这时候已经顾不上了
[3829.15-3830.85] 在里边享受
[3830.85-3831.85] 那还有胡言乱语
[3831.85-3833.21] 在你底下胡言乱语
[3833.21-3834.05] 男的自己
[3834.05-3835.51] 男自己干这事就行了
[3835.51-3836.45] 但是这是体位
[3836.45-3836.91] 记住
[3836.91-3838.37] 这个体位一定是男上体位
[3838.37-3838.71] 但是
[3838.73-3840.51] 就是传统的传教士体位
[3840.51-3842.01] 男性是可以这么干
[3842.01-3844.91] 那么在这个过程中
[3844.91-3848.85] 你可以让女生达到高潮
[3848.85-3849.81] 而你不舍
[3849.81-3853.55] 这是你比我今天就完全可以做到这点
[3853.55-3854.75] 就是女生高潮之后
[3854.75-3855.97] 你完全不舍
[3855.97-3857.71] 就是她最后媚态百出
[3857.71-3858.65] 阴浪吸你
[3858.65-3859.57] 你也可以完全不舍
[3859.57-3860.79] 因为你已经知道
[3860.79-3863.43] 怎么去避开她的
[3863.43-3867.37] 对你的火箭头的攻击了
[3868.73-3870.97] 教主我以实测确实泡了一会儿
[3870.97-3872.77] 从快将手变成20多分钟了
[3872.77-3873.07] 好
[3873.07-3874.93] Brain J
[3874.93-3875.97] 看完今天的
[3875.97-3876.85] 祝你发大财
[3876.85-3877.61] 幸福愉快
[3877.61-3878.37] 生日快乐
[3878.37-3879.91] 看完今天的
[3879.91-3880.97] 你继续修炼
[3880.97-3884.51] 你把中间的收放自如的过程补上
[3884.51-3885.73] 换一换姿势
[3885.73-3886.81] 不要到80%
[3886.81-3888.43] 你会突破一小时的
[3888.43-3890.49] 一旦突破了40分钟
[3890.49-3892.29] 40分钟跟一小时没有区别
[3892.29-3894.31] 因为之间就是无限循环了
[3894.31-3896.49] 就是一旦突破了40分钟
[3896.49-3897.51] 一小时两小时
[3897.51-3898.71] 就是看你体能了
[3898.73-3900.01] 你懂了
[3900.01-3900.75] 不是你能力
[3900.75-3902.35] 而是你体力
[3902.35-3903.51] 就跟老太太
[3903.51-3905.43] 农村老太太打架一样
[3905.43-3906.91] 比的不是功夫
[3906.91-3907.99] 而比的是废侯量
[3907.99-3909.59] 就是你最后他妈的一个
[3909.59-3912.47] 喊断了气了
[3912.47-3914.05] 那就败了
[3914.05-3915.03] 所以这个就是
[3915.03-3917.27] 到这个状态
[3917.27-3919.05] 你完全不射精
[3919.05-3920.65] 而女性完全高潮了
[3920.65-3921.35] 这个过程
[3921.35-3924.17] 在中国古代士大夫养生考里面
[3924.17-3926.45] 就是在高罗佩写的那本书里面
[3926.45-3927.27] 这个过程
[3927.27-3928.39] 实际上对男体
[3928.39-3929.41] 是非常有益的
[3929.41-3933.41] 对于45岁以上的男人
[3933.41-3934.73] 也是有必要的
[3934.73-3936.39] 因为我们这样的年龄
[3936.39-3937.77] 每天都射
[3937.77-3940.85] 那你就是会形容枯稿
[3940.85-3942.99] 尤其是你比如说
[3942.99-3944.89] 你有好几个女朋友
[3944.89-3946.01] 比如两三个
[3946.01-3946.77] 你都要喂饱
[3946.77-3947.57] 那是在古代
[3947.57-3949.21] 就是古代士大夫房中考
[3949.21-3952.15] 他有三妻四妾
[3952.15-3954.05] 还有十七八岁的
[3954.05-3954.81] 刚纳进来的
[3954.81-3956.13] 你都要喂饱
[3956.13-3957.01] 你不喂饱
[3957.01-3958.35] 不就出邓小平他们家的事
[3958.35-3958.37] 不就出邓小平他们家的事
[3958.39-3961.79] 所以邓小平不就把他爸爸
[3961.79-3963.21] 小老婆给睡了吗
[3963.21-3964.79] 因为你不饱
[3964.79-3967.17] 或者出段七瑞家的事
[3967.17-3968.79] 段七瑞的小老婆也跟着
[3968.79-3970.37] 跟着大学生跑
[3970.37-3971.61] 你喂不饱
[3971.61-3973.87] 所以就是喂了
[3973.87-3975.15] 都喂饱
[3975.15-3976.65] 所以你要有采战之法
[3976.65-3977.87] 你不能射
[3977.87-3979.81] 你射完了之后
[3979.81-3981.85] 段七瑞都五六十了
[3981.85-3983.23] 你第二天你肯定不想弄了
[3983.23-3985.21] 王叔没对象无法修炼
[3985.21-3987.41] 给小王介绍个对象
[3987.41-3988.03] 王良说
[3988.03-3988.35] 王良说
[3988.35-3989.65] 你自己找
[3989.65-3991.01] 这顶车找不着
[3991.01-3991.75] 你修炼个屁
[3991.75-3992.59] 好嘞
[3992.59-3995.25] 一小时就当有氧运动
[3995.25-3995.61] 没错
[3995.61-3996.93] 这个有氧运动多健康
[3996.93-3999.51] 而且增建夫妻感情
[3999.51-4002.51] 所以在这个过程中
[4002.51-4004.33] 就是士大夫
[4004.33-4005.59] 就是中国士大夫
[4005.59-4007.55] 去讲究不射不泄
[4007.55-4008.57] 就是为什么
[4008.57-4010.25] 根本上的原因就是
[4010.25-4013.05] 他今天晚上得服务三个
[4013.05-4015.27] 为什么他今天晚上服务三个
[4015.27-4015.99] 因为明天晚上
[4015.99-4017.15] 有另外三个等着呢
[4017.15-4018.21] 你
[4018.21-4020.51] 你想袁世凯有七个老婆
[4020.51-4022.77] 段七瑞也差不多九个老婆
[4022.77-4023.71] 就是
[4023.71-4026.81] 三个三个三个的排班
[4026.81-4029.03] 不是三天才轮一次吗
[4029.03-4031.11] 所以你就必须有彩战之法
[4031.11-4031.71] 你不能射
[4031.71-4033.25] 你跟每个老婆都射
[4033.25-4035.49] 每天晚上寻衅一次
[4035.49-4037.43] 你就是铁打的身体
[4037.43-4038.27] 你也玩犊子了
[4038.27-4040.11] 所以这个就是要修行
[4040.11-4041.81] 如果你只是一夫一妻的话
[4041.81-4043.11] 那你不用练这个
[4043.11-4045.11] 好了
[4045.11-4046.31] 这个
[4048.21-4050.01] 对水对到这里来了
[4050.01-4052.55] 对这也算是一种对水
[4052.55-4054.61] 憋着容易得尿道炎
[4054.61-4055.65] 这一派胡言
[4055.65-4057.25] 这跟尿有什么关系
[4057.25-4060.61] 你得尿道炎是因为你老婆有阴道炎
[4060.61-4062.45] 给你家传上了
[4062.45-4063.61] 健康的阴道
[4063.61-4065.97] 健康的尿道是无菌的
[4065.97-4069.11] 健康的阴道里面的菌群也是非常好的
[4069.11-4070.15] 乳酸菌之类的
[4070.15-4072.05] 就是非常好的健康的菌
[4072.05-4073.97] 你他们得了炎症了
[4073.97-4076.97] 你不是说憋的
[4076.97-4077.77] 你是他妈的
[4077.77-4078.53] 赶紧去吃药
[4078.53-4079.65] 好嘞
[4079.65-4082.51] 我有时硬了半小时
[4082.51-4083.33] 嘴巴很干
[4083.33-4084.03] 怎么回事
[4084.03-4087.87] 你咽口口水
[4087.87-4089.89] 你咽口口水
[4089.89-4093.67] 关于男人的问题
[4093.67-4094.61] 大老王您好
[4094.61-4098.37] 您是我现在number one的YouTuber
[4098.37-4101.21] 真心话大冒险环节进入了
[4101.21-4103.09] 特别喜欢听您说话
[4103.09-4104.45] 原因总结三个字
[4104.45-4105.89] 真稳高
[4105.89-4107.47] 一真不愧是内容
[4107.77-4108.81] 不仅是内容
[4108.81-4111.21] 自身能量这么真的人世界上不多
[4111.21-4111.51] 谢谢
[4111.51-4112.69] 我同意
[4112.69-4114.65] 二稳
[4114.65-4117.21] 老王不愧是社会修炼多年的老司机
[4117.21-4118.93] 高技术开车不翻车
[4118.93-4120.89] 是语言表达艺术家
[4120.89-4122.45] 建议开班培训一下
[4122.45-4123.55] 从海外长大
[4123.55-4126.01] 并向回国发展的华人
[4126.01-4126.93] 礼貌
[4126.93-4127.55] 说话
[4127.55-4129.21] 礼仪脑回路方面的短板
[4129.21-4132.17] 导致我回国发展做生意受到了局限
[4132.17-4133.25] 三
[4133.25-4135.49] 这个就是很难
[4135.49-4136.11] 三
[4136.11-4136.67] 高
[4136.67-4137.73] 只是老王不愧是社会修炼多年的老司机
[4137.73-4138.29] 老王的认知
[4138.29-4138.97] 阔胡
[4138.97-4140.25] 您一定是开了天眼
[4140.25-4141.13] 好了
[4141.13-4144.53] 捧我的吹牛逼的彩虹屁说完了
[4144.53-4145.99] 进入直直话题
[4145.99-4148.75] 我想询问一个关于男人一生的难题
[4148.75-4149.45] 婚姻
[4149.45-4152.11] 本人34岁
[4152.11-4153.17] 小学毕业
[4153.17-4155.05] 小学后就移民到加拿大
[4155.05-4156.23] 富二代无疑
[4156.23-4157.85] 官二代富二代无疑
[4157.85-4159.95] 小学后移民加拿大
[4159.95-4164.81] 家里曾是国内某省排名前几的房地产企业
[4164.81-4166.93] 虽九到十成以上
[4166.93-4169.01] 已经被行情谦虚掉了
[4169.01-4171.13] 仍有微小基础
[4171.13-4174.73] 某一个省的前几名
[4174.73-4175.35] TOP级
[4175.35-4176.93] 那也是大企业
[4176.93-4178.31] 省级的
[4178.31-4180.39] 九成功利已无
[4180.39-4181.87] 因为现在房地产行业不好
[4181.87-4183.37] 但是寿死骆驼比马大
[4183.37-4185.81] 自己在创业初期
[4185.81-4186.55] 现在34岁
[4186.55-4188.35] 处了一年半对象
[4188.35-4190.11] 女的她很好
[4190.11-4191.69] 加上家人期望
[4191.69-4193.63] 家人希望她肯定成家立业
[4193.63-4194.35] 早点生子
[4194.35-4195.65] 年龄因素
[4195.65-4196.73] 34岁了
[4196.93-4197.55] 考虑结婚
[4197.55-4198.89] 但是我很恐婚
[4198.89-4203.45] 我爸来加拿大投了几个朋友开发的项目
[4203.45-4205.31] 但他不在也不管
[4205.31-4207.29] 于是商学院毕业后
[4207.29-4210.21] 都是我自己来跟进主导操盘
[4210.21-4212.09] 从小耳濡目染
[4212.09-4214.59] 大人们在国内做生意的样子
[4214.59-4217.53] 让我对商场产生浓厚的兴趣
[4217.53-4218.65] 入行以后
[4218.65-4222.75] 就经常参加很多国内知名商界大佬们的酒局
[4222.75-4226.91] 遍布在Markham和Richmond的每一家商场
[4226.93-4227.53] 一个包间
[4227.53-4230.49] Markham和Richmond在多伦多吗
[4230.49-4231.61] Richmond Hill是吧
[4231.61-4234.19] Markham不是温哥华的地名
[4234.19-4237.69] 发现其实这些生意酒局
[4237.69-4240.21] 其实就是大家背着老婆
[4240.21-4243.89] 一起出来和年轻妹妹开车吃饭
[4243.89-4244.89] 吹牛逼唱歌
[4244.89-4246.65] 作为晚辈
[4246.65-4248.97] 我这些从小长大
[4248.97-4253.29] 我心里最崇拜并尊敬的企业家叔叔大佬们
[4253.29-4255.47] 给我这个年轻人最大的建议
[4255.47-4256.83] 却是晚点结婚
[4256.83-4256.91] 我这些从小长大
[4256.93-4257.75] 最好别结
[4257.75-4261.45] 这就是这些大佬们还不成熟
[4261.45-4263.17] 跟你王叔建议
[4263.17-4263.93] 你就是要结婚
[4263.93-4265.07] 要有家庭
[4265.07-4267.01] 家和万事兴
[4267.01-4269.59] 王叔当然也有不成熟的阶段
[4269.59-4271.31] 王叔刚刚有钱的时候
[4271.31-4272.29] 刚有钱的时候
[4272.29-4272.93] 就是大概
[4272.93-4274.61] 我生我大闺女之前
[4274.61-4278.03] 我觉得人生真理就是生官发财死老婆
[4278.03-4279.81] 这的人生真理
[4279.81-4282.23] 那是中年男人三大喜事
[4282.23-4284.13] 我嘴上不敢说
[4284.13-4285.29] 但我心里认可这一点
[4285.29-4286.63] 我觉得他们说的没毛病
[4286.63-4290.59] 因为这样就省得我当负心郎了
[4290.59-4291.39] 我老婆没了
[4291.39-4292.59] 真的是
[4292.59-4295.55] 所以如果是我那个时候的境界
[4295.55-4296.11] 你问我
[4296.11-4297.47] 王叔我应不应该结婚
[4297.47-4298.17] 我肯定告诉你
[4298.17-4298.97] 千万别结婚
[4298.97-4299.95] 着什么急
[4299.95-4301.59] 到40岁50岁以后
[4301.59-4303.05] 你依然是选18岁的
[4303.05-4304.57] 你现在着什么急
[4304.57-4308.12] 今天我会告诉你
[4308.12-4310.14] 灵魂的契合非常重要
[4310.14-4312.84] 你选18岁的
[4312.84-4314.10] 你不会幸福的
[4314.10-4316.38] 阔乎范增除外
[4316.38-4318.24] 或者杨振宁
[4318.26-4320.74] 就是我们一般凡夫俗子
[4320.74-4323.82] 我们男女之间的年龄差
[4323.82-4325.30] 不宜超过12岁
[4325.30-4327.66] 真的是不宜超过一轮
[4327.66-4331.10] 12岁我觉得就够意思了
[4331.10-4333.44] 你要到20岁左右的年龄差
[4333.44-4335.76] 你要20岁左右的年龄差的话
[4335.76-4338.89] 当然也行了
[4338.89-4340.43] 但是前提是
[4340.43-4342.27] 那你不是已经结婚了吗
[4342.27-4342.49] 好了
[4342.49-4345.23] 给我晚点结婚
[4345.23-4346.17] 最好别结
[4346.17-4346.99] 但是最好结
[4346.99-4348.21] 晚点结婚可以
[4348.21-4349.49] 因为有20岁的年龄差
[4349.51-4350.51] 20岁之后的年龄差
[4350.51-4352.17] 你就更好和谐
[4352.17-4353.57] 但是最好结
[4353.57-4354.47] 为什么最好结
[4354.47-4356.11] 为什么结婚
[4356.11-4356.55] 我问你们
[4356.55-4357.43] 为什么结婚
[4357.43-4358.23] 回答我
[4358.23-4360.99] 回答不了是吧
[4360.99-4363.71] 结婚是一个
[4363.71-4368.21] 结婚是一个生孩子的必要条件
[4368.21-4370.51] 没有婚姻
[4370.51-4372.27] 没有父母在身边的孩子
[4372.27-4374.11] 不是父母俱全的孩子
[4374.11-4376.71] 一定会出问题
[4376.71-4378.51] 心里会出问题
[4378.51-4379.49] 所以我认为
[4379.51-4381.31] 这几乎是不例外的
[4381.31-4382.25] 他对婚姻
[4382.25-4382.89] 对于世界
[4382.89-4385.19] 对于男女都会有很大的问题
[4385.19-4388.03] 他的挑战性远远超过父母双全
[4388.03-4390.59] 家庭正常的男孩或者女孩
[4390.59-4391.37] 小孩
[4391.37-4393.23] 当然15 6岁以后
[4393.23-4393.99] 17 8岁以后
[4393.99-4394.83] 你离婚无所谓
[4394.83-4397.59] 就是0到10岁
[4397.59-4399.15] 或者0到15岁
[4399.15-4400.79] 这个孩子他是需要一个
[4400.79-4403.51] 一个比较和平的家庭
[4403.51-4405.73] 尤其是要是父母双方离婚
[4405.73-4407.11] 过程中充满了暴力
[4407.11-4408.09] 也出版了斗争
[4408.09-4409.49] 那孩子几乎是不可能的
[4409.51-4410.65] 父母是一定会恐婚
[4410.65-4413.23] 就是会对婚姻没有兴趣
[4413.23-4414.89] 甚至对孩子都没有兴趣
[4414.89-4415.91] 那么好了
[4415.91-4416.59] 为什么结婚
[4416.59-4418.03] 就告诉你为了养孩子
[4418.03-4420.17] 王叔告诉你们
[4420.17-4421.07] 如果不想生孩子
[4421.07-4421.51] 不要结婚
[4421.51-4422.63] 前提是
[4422.63-4424.39] 如果你压根不想生孩子
[4424.39-4425.27] 不爱孩子
[4425.27-4426.11] 别生
[4426.11-4427.75] 那别结婚
[4427.75-4428.15] 为什么
[4428.15-4428.99] 因为我告诉你
[4428.99-4430.41] 生孩子的乐趣
[4430.41-4431.39] 养大了孩子的乐趣
[4431.39-4432.55] 远远超过挣钱
[4432.55-4435.19] 这是人最大的投资
[4435.19-4436.37] 或者最好玩的投资
[4436.37-4438.87] 比你任何一个项目都好
[4438.87-4439.27] 他说
[4439.51-4440.23] 还有陪伴
[4440.23-4441.31] 有奉献
[4441.31-4442.93] 还有一些教育
[4442.93-4445.71] 甚至有的时候还需要一些修剪
[4445.71-4446.37] 修理
[4446.37-4447.85] 在这个过程中
[4447.85-4450.47] 对你的身心挑战是一种拔高
[4450.47-4453.27] 那么更重要的结婚的原因
[4453.27-4454.47] 我也说完了
[4454.47-4455.27] 必须结婚是因为
[4455.27-4456.43] 必须给孩子
[4456.43-4458.17] 在零到十岁这过程
[4458.17-4459.73] 一个健康的环境土壤
[4459.73-4459.97] 好了
[4459.97-4461.03] 我再告诉你
[4461.03-4462.71] 为什么必须结婚
[4462.71-4465.11] 必须有孩子
[4465.11-4467.35] 因为我们每一个人的灵魂
[4467.35-4468.17] 都不是孤单的
[4468.17-4469.25] 我们在这个
[4469.51-4470.81] 前生前世
[4470.81-4471.43] 累生累世
[4471.43-4473.21] 都有一些冤亲债主
[4473.21-4476.05] 都有一些纠缠不休的灵魂
[4476.05-4480.01] 我们今生达到这个境界以后
[4480.01-4481.33] 你形成了自己家庭
[4481.33-4482.75] 你的这些善缘就会来
[4482.75-4485.65] 包括你的冤亲债主都会来
[4485.65-4486.55] 来了之后
[4486.55-4488.71] 你们在今天培养民里面
[4488.71-4490.05] 就是你这个家庭里面
[4490.05-4491.39] 重新的修行
[4491.39-4493.27] 重新reset你们的关系
[4493.27-4495.75] 这一世的女儿
