[1.97-4.45] 哈喽大家好又见面了啊
[3608.05-3611.05] 去顺利的申请研究生
[3611.05-3613.05] 就是他耽误了
[3613.05-3616.05] 可我感觉现在是翻不了身了
[3616.05-3617.05] 你压不压这口气是吧
[3617.05-3619.05] 小妹妹
[3619.05-3620.05] 每次看书看到一半
[3620.05-3622.05] 就觉得烦躁不服气
[3622.05-3624.05] 为什么他把我甩了
[3624.05-3625.05] 还能在硅谷拿高薪
[3625.05-3626.05] 因为你呀
[3626.05-3629.05] 没有你人家也不会去硅谷申请offer
[3629.05-3630.05] 升官发财死老
[3630.05-3631.05] 我真的很不服
[3631.05-3635.05] 我真的很想像您02到03年那半年一样
[3635.05-3636.05] 埋头看一麻袋的书
[3636.05-3638.05] 我不知道我该怎么下手很迷茫
[3638.05-3640.05] 很想死
[3640.05-3644.05] 铁粉镜上ps
[3644.05-3645.05] 我为我自己再解释一点
[3645.05-3646.05] 我是个人精
[3646.05-3647.05] 跟家里做生意好
[3647.05-3648.05] 学习也好
[3648.05-3649.05] 交易也好
[3649.05-3650.05] 我都很厉害
[3650.05-3651.05] 在多伦多混的好
[3651.05-3652.05] 我不是个拿性
[3652.05-3654.05] 虽然我们都是拿性
[3654.05-3656.05] everything both拿性
[3656.05-3657.05] 我就想搞学习
[3657.05-3658.05] 然后搞钱
[3658.05-3659.05] 搞大钱
[3659.05-3661.05] 可每次搞学习就是升官
[3661.05-3663.05] 升官发财死老婆
[3663.05-3664.05] 七个大字
[3664.05-3666.05] 赫然映入眼帘
[3666.05-3667.05] 我很想死
[3667.05-3668.05] 希望能被您骂醒
[3668.05-3669.05] 您也有两个女儿
[3669.05-3673.05] 我很希望知道您是在怎么这方面教导女儿的
[3673.05-3674.05] 谢谢您啊
[3674.05-3675.05] 知心大哥
[3675.05-3676.05] 王主席
[3676.05-3677.05] 我写完信忽然想开了
[3677.05-3680.05] 接着五分钟以后又来一封信
[3680.05-3683.05] 有机会我们温哥华或者多伦多或者波士顿见
[3683.05-3686.05] 可能还有一个问题
[3686.05-3687.05] 是我比较关心的
[3687.05-3689.05] 也希望您给年轻人解答解答
[3689.05-3691.05] 当年02到03年那年
[3691.05-3693.05] 你怎么做到闭关闭半年
[3693.05-3694.05] 闷头读一麻袋书的
[3694.05-3696.05] 怎么是什么毅力
[3696.05-3698.05] 是有什么特别的动机吗
[3698.05-3699.05] 你的
[3699.05-3701.05] 真牛逼人生肯定很难复制
[3701.05-3705.05] 但我很好奇那段艰苦的岁月内心独白是什么
[3705.05-3708.05] 以及为什么断定辽宁大师是狐狸上针的
[3708.05-3709.05] 谢谢
[3709.05-3711.05] 嘿嘿嘿
[3711.05-3713.05] 先回答最简单的
[3713.05-3714.05] 狐狸上针是他自己承认的
[3714.05-3715.05] 他自己说的
[3715.05-3716.05] 自由
[3716.05-3717.05] 呃是个狐狸
[3717.05-3719.05] 那个他后来熟了以后他自己承认的
[3719.05-3720.05] 哦
[3720.05-3721.05] 啊
[3721.05-3722.05] 辽阳醒王
[3722.05-3723.05] 好多辽阳人都知道
[3723.05-3724.05] 因为都有我的网友啊
[3724.05-3726.05] 观众都在底下贴了他的名字了
[3726.05-3728.05] 他那个高龄附体就是个狐狸
[3728.05-3729.05] 他自己说的
[3729.05-3730.05] 呃
[3730.05-3731.05] 呃
[3731.05-3732.05] 那呃
[3732.05-3733.05] 第二个呢就是
[3733.05-3735.05] 你说的这个毅力问题
[3735.05-3736.05] 这都比较好解决
[3736.05-3738.05] 就是你走投无路方有毅力
[3738.05-3743.05] 就是你想我的状态就是我从国家体育院那么好的位置上辞职下海了
[3743.05-3745.05] 然后去香港打工
[3745.05-3747.05] 我又只会说塑料粤语
[3747.05-3748.05] 这样的话呢
[3748.05-3752.05] 我在人生中当时又犯了一个一个致命的
[3752.05-3754.05] 错误
[3754.05-3755.05] 跟女人有关系
[3755.05-3758.05] 我不我不我不会在今天讲挖一个大坑
[3758.05-3759.05] 就是有一个很漂亮的
[3759.05-3760.05] 呃
[3760.05-3761.05] 呃
[3761.05-3762.05] 赤身裸体的勾引我
[3762.05-3764.05] 如果我把他上了
[3764.05-3765.05] 啪啪啪啪啪啪
[3765.05-3766.05] 带着伟哥去
[3766.05-3769.05] 我的我的人生就不会读那那一年的书
[3769.05-3771.05] 渔望想跟我好
[3771.05-3774.05] 因为的渔望的老公就是就是小机器男
[3774.05-3776.05] 就是一个小坨子
[3776.05-3777.05] 呃
[3777.05-3778.05] 他他比
[3778.05-3780.05] 那渔望缠我的身子
[3780.05-3781.05] 那我没有答应吗
[3781.05-3783.05] 就是这个这么一个过程
[3783.05-3784.05] 呃
[3784.05-3785.05] 哈哈
[3785.05-3786.05] 以后给大家说这个过程啊
[3786.05-3787.05] 但是呃
[3787.05-3788.05] 这样的话
[3788.05-3792.05] 我辞职之后找的那个所有的呃
[3792.05-3795.05] 这个事业的那个那那条坦途
[3795.05-3797.05] 有都是板上钉钉的坦途
[3797.05-3799.05] 包括拿多少股份做哪一个项目
[3799.05-3801.05] 就是都已经定了定住了
[3801.05-3803.05] 但是因为得罪了渔望
[3803.05-3804.05] 渔望在这里面太重要了
[3804.05-3806.05] 就相当于这么讲吧
[3806.05-3807.05] 就相当于你把彭丽媛得罪了
[3807.05-3809.05] 那你还想着老习混吗
[3809.05-3810.05] 你怎么可能啊
[3810.05-3811.05] 所以呢
[3811.05-3812.05] 这样的话呢
[3812.05-3815.05] 就我就一下子就等于是悬空了
[3815.05-3816.05] 我再回家也不可能了
[3816.05-3817.05] 所以而我那时候有
[3817.05-3818.05] 呃
[3818.05-3819.05] 刚刚结婚
[3819.05-3820.05] 虽然没有孩子
[3820.05-3821.05] 但是呢
[3821.05-3822.05] 呃
[3822.05-3823.05] 又买了个别墅
[3823.05-3825.05] 这个因为太看好自己前头了嘛
[3825.05-3826.05] 呃
[3826.05-3827.05] 贷款贷了不少款
[3827.05-3828.05] 所以呢
[3828.05-3829.05] 这样的话呢
[3829.05-3830.05] 我就生活压力特别大
[3830.05-3831.05] 没有收入来源了
[3831.05-3833.05] 所以我就必须开自己的公司
[3833.05-3835.05] 靠打工已经不行了
[3835.05-3836.05] 因为渔望也跟我翻脸了
[3836.05-3839.05] 打工也就在那个位置已经待不下去了
[3839.05-3840.05] 在香港已经待不待不了了
[3840.05-3841.05] 所以就必须回北京
[3841.05-3843.05] 创立银河财经
[3843.05-3845.05] 你你想创立银河财经
[3845.05-3846.05] 你像我啊
[3846.05-3847.05] 王美兴啊
[3847.05-3848.05] 这这些人邓卫啊
[3848.05-3851.05] 都是没开过公司的人
[3851.05-3855.05] 都是都不是那种含着金钥匙出生的人
[3855.05-3857.05] 所以我们怎么去呃
[3857.05-3858.05] 发展业务
[3858.05-3860.05] 你必须学会真的学会
[3860.05-3862.05] 你就是你想给人驱鬼
[3862.05-3863.05] 你呢
[3863.05-3864.05] 必须得真的会画幅呃
[3864.05-3865.05] 遇鬼
[3865.05-3866.05] 你他妈在那演戏
[3866.05-3869.05] 那那你那你市场能打得开吗
[3869.05-3870.05] 所以就是压力
[3870.05-3871.05] 就是压力两个字
[3871.05-3873.05] 你就是走投无路
[3873.05-3874.05] 方得突破
[3874.05-3875.05] 你像你现在这种状态
[3875.05-3876.05] 我也看明白了
[3876.05-3878.05] 你你就你就五行缺个男人
[3878.05-3881.05] 你他什么都有这小小牛姑娘
[3881.05-3882.05] 你什么都有钱
[3882.05-3884.05] 你不缺身份
[3884.05-3886.05] 你不缺呃家庭
[3886.05-3887.05] 你跟你爸你妈翻这么多脸
[3887.05-3888.05] 而且还能什么
[3888.05-3889.05] 你说明你家庭
[3889.05-3891.05] 原生家庭也差不了
[3891.05-3895.05] 呃那你说你五星缺什么
[3895.05-3896.05] 不就缺个男人吗
[3896.05-3898.05] 所以你五星缺男人
[3898.05-3900.05] 你就必定栽在男人身上
[3900.05-3902.05] 那你想读一麻袋的书
[3902.05-3903.05] 那叫事业你不缺事业
[3903.05-3904.05] 所以呢
[3904.05-3905.05] 你就不能坐在那去
[3905.05-3906.05] 嗯
[3906.05-3907.05] 读一麻袋的书
[3907.05-3909.05] 因为你没有被
[3909.05-3912.05] 如果你要是被人家骗得干干净净的
[3912.05-3913.05] 你下个月
[3913.05-3915.05] 你卡上只剩一万刀了
[3915.05-3917.05] 呃不用给我写信
[3917.05-3918.05] 你也不用
[3918.05-3920.05] 你也没有时间看我的视频
[3920.05-3923.05] 你自自然然的就把那个都弄完了
[3923.05-3926.05] 把几大麻袋书都看完了
[3926.05-3927.05] 所以呢
[3927.05-3928.05] 你说感情这个事
[3928.05-3930.05] 就是你要按我的三合局去找
[3930.05-3932.05] 你都快三十了
[3932.05-3934.05] 你还你人生
[3934.05-3935.05] 如果要是结婚的话
[3935.05-3936.05] 只有一次机会
[3936.05-3938.05] 就是如果你到三十五岁
[3938.05-3940.05] 因为你至少谈恋爱谈了一两年吧
[3940.05-3942.05] 你如果你到三十五岁三十二岁以后
[3942.05-3943.05] 你还没有结婚
[3943.05-3945.05] 你也就把这个事放下了
[3945.05-3946.05] 就别结婚了
[3946.05-3947.05] 你自己研究周易
[3947.05-3950.05] 你自己算算命里边有没有这个正夫
[3950.05-3951.05] 那你应该能算出来的
[3951.05-3953.05] 如果你要是命局里边
[3953.05-3956.05] 这个就不结婚也是好事
[3956.05-3958.05] 否则话你真的结了婚
[3958.05-3959.05] 你也是个离婚的命
[3959.05-3960.05] 要你不离婚
[3960.05-3962.05] 就是给你老公戴个帽子
[3962.05-3964.05] 或者你老公给你戴个帽子
[3964.05-3965.05] 那还不如不结婚
[3965.05-3966.05] 真的是这样
[3966.05-3967.05] 呃
[3967.05-3968.05] 围城你进去之后
[3968.05-3970.05] 你才知道不一定在城外的不好
[3970.05-3972.05] 这个城完美当然最好
[3972.05-3974.05] 但是完美的成就有几座
[3974.05-3978.05] 所以这孩子你就放下一万个心
[3978.05-3979.05] 你可以找比你岁数大一点的
[3979.05-3981.05] 你可千万别找岁数比你小的
[3981.05-3982.05] 为什么
[3982.05-3983.05] 第一你很强
[3983.05-3985.05] 你看你这个事业就就知道了
[3985.05-3986.05] 除非你找个小奶狗
[3986.05-3988.05] 但是你肯定又不不甘心
[3988.05-3990.05] 小奶狗一定会拿了你的钱利用你
[3990.05-3993.05] 那你就只能找大叔
[3993.05-3994.05] 那你找大叔的话
[3994.05-3995.05] 呢
[3995.05-3997.05] 你得找那个没结婚的大叔
[3997.05-3998.05] 你才有机会
[3998.05-4000.05] 如果你要是感兴趣呢
[4000.05-4002.05] 你给我发个联系办法
[4002.05-4004.05] 我给你推荐一个没结婚的大叔啊
[4004.05-4006.05] 那是我的那个同学
[4006.05-4009.05] 我的同学他也看我的视频
[4009.05-4011.05] 呃我可以把他出卖给你
[4011.05-4013.05] 呃他很他他很抢手啊
[4013.05-4015.05] 这个我这个岁数同同岁
[4015.05-4017.05] 现在男人居然很抢手
[4017.05-4021.05] 所以你呢就是要找一个灵魂伴侣
[4021.05-4023.05] 当然肉体上要和谐的灵魂伴侣
[4023.05-4024.05] 就够了
[4024.05-4026.05] 至于有没有婚姻
[4026.05-4030.05] 那就看你们和合作这个同居之后
[4030.05-4031.05] 是否快乐
[4031.05-4036.05] 是否觉得有必要把同居变成养孩子
[4036.05-4037.05] 那因为你有小孩
[4037.05-4038.05] 那就自然有婚姻了
[4038.05-4041.05] 我觉得大部分正常的好男人不会说女人
[4041.05-4045.05] 自己女人呃肚子有孩子之后还不结婚
[4045.05-4046.05] 那不可能了
[4046.05-4048.05] 所以那就说明你眼睛简直是太瞎了
[4048.05-4050.05] 这眼光太瞎了
[4050.05-4052.05] 所以你呢就是找一个好的男人啊
[4052.05-4053.05] 在美国的好男人啊
[4053.05-4054.05] 在美国的好男人有多
[4054.05-4055.05] 尤其你要去硅谷
[4055.05-4057.05] 那好男人多极了
[4057.05-4060.05] 那你去硅谷不就等于你去理工大学了吗
[4060.05-4063.05] 那这三个男人都轮不到一个女人呐
[4063.05-4064.05] 那所以呢
[4064.05-4067.05] 你去那儿就以读书为名
[4067.05-4070.05] 就是以纳婿为食也不错呀
[4070.05-4074.05] 就是去那儿招招驸马去招一个驸马
[4074.05-4076.05] 找一个年龄跟你差不多
[4076.05-4077.05] 比你大一点的
[4077.05-4078.05] 年龄必须要比你大啊
[4078.05-4080.05] 这是婚姻幸福的基础
[4080.05-4081.05] 然后呢
[4081.05-4082.05] 你再跟他谋生啊
[4082.05-4084.05] 跟他卖屎之后呢
[4084.05-4086.05] 做一个怀孕的动作
[4086.05-4087.05] 那就有婚姻了
[4087.05-4090.05] 如果要是不怀孕的话呢
[4090.05-4091.05] 不生孩子的话呢
[4091.05-4093.05] 有没有婚姻无所谓了
[4093.05-4096.05] 那你说我有两个女儿
[4096.05-4099.05] 我怎么去教育我的女儿的婚姻观
[4099.05-4101.05] 老二不需要我教育
[4101.05-4102.05] 太有主意了
[4102.05-4103.05] 老大呢
[4103.05-4105.05] 现在已经就快上大学了嘛
[4105.05-4107.05] 就是他也进入到这个标准了
[4107.05-4110.05] 所以他在西方接受主流媒体的这种
[4110.05-4112.05] 价值观的这种教育
[4112.05-4114.05] 那他们对于同性恋呀
[4114.05-4116.05] 对于这个所谓的双性恋呀
[4116.05-4118.05] LGBT是高度包容的
[4118.05-4120.05] 那作为父母呢
[4120.05-4121.05] 华人父母呢
[4121.05-4122.05] 大部分人都是
[4122.05-4123.05] 就像吃了苍蝇一样
[4123.05-4124.05] 但是我呢
[4124.05-4126.05] 是非常包容
[4126.05-4128.05] 我认为LGBT
[4128.05-4130.05] 你是同性恋还是异性恋
[4130.05-4131.05] 还是双性恋
[4131.05-4133.05] 这是与生俱来的
[4133.05-4136.05] 就是他不是受环境影响的
[4136.05-4138.05] 绝对不是说我不是同性恋
[4138.05-4141.05] 然后老师给我上了一些LGBT包容课
[4141.05-4142.05] 我就变成了
[4142.05-4144.05] 我变成同性恋了
[4144.05-4145.05] 我认为呢
[4145.05-4146.05] 有可能
[4146.05-4147.05] 出于好奇心
[4147.05-4148.05] 会去尝试一下
[4148.05-4149.05] 因为他毕竟比较包容
[4149.05-4150.05] 但是你是不是
[4150.05-4151.05] 就像你
[4151.05-4152.05] 鞋适合不适合脚
[4152.05-4153.05] 你尝试多了
[4153.05-4154.05] 你自然就知道了
[4154.05-4156.05] 正常男女关系
[4156.05-4158.05] 正常男女取向
[4158.05-4160.05] 始终占人类的绝大部分
[4160.05-4161.05] 这个就是
[4161.05-4162.05] 不用担心
[4162.05-4163.05] 所以
[4163.05-4164.05] 如果你不小心
[4164.05-4166.05] 你的孩子正好是其中不正常的那一个
[4166.05-4168.05] 或者不主流的那一个
[4168.05-4169.05] 也无所谓
[4169.05-4171.05] 我女儿的一个好的女性呢
[4171.05-4172.05] 女性的朋友
[4172.05-4175.05] 就是她的一个小发小
[4175.05-4176.05] 在这边的
[4176.05-4178.05] 比她小一级
[4178.05-4179.05] 她是一个同性恋
[4179.05-4181.05] 那个小孩长得可漂亮的小女孩
[4181.05-4183.05] 但是从小就想当小男孩
[4183.05-4185.05] 然后她又不敢跟爸爸妈妈讲
[4185.05-4186.05] 因为她是华裔嘛
[4186.05-4188.05] 然后她就跟自己的闺蜜讲
[4188.05-4192.05] 然后自己在网上注册了匿名的Instagram
[4192.05-4194.05] 然后她在那个网上说
[4194.05-4196.05] 她的小闺蜜呢
[4196.05-4197.05] 你比如说
[4197.05-4198.05] 就会告诉自己的父母
[4198.05-4200.05] 就是我女儿早就告诉了
[4200.05-4201.05] 谁是谁是
[4201.05-4204.05] 那个是一个立志成为小男孩的小同性恋
[4204.05-4206.05] 我就笑笑就过去了
[4206.05-4208.05] 然后他告诉一个上海小女孩
[4208.05-4210.05] 上海小女孩也告诉自己的妈妈
[4210.05-4211.05] 然后那个妈妈
[4211.05-4213.05] 卧槽如临大敌
[4213.05-4217.05] 如获至宝
[4217.05-4220.05] 偷偷的看人家那个Instagram考评
[4220.05-4221.05] 考完评之后
[4221.05-4223.05] 找这个女孩的妈妈爸爸去告状
[4223.05-4226.05] 就是整本着治病救人的精神
[4226.05-4227.05] 去告这个女孩的爸妈
[4227.05-4229.05] 你闺蜜是同性恋呀
[4229.05-4230.05] 你闺蜜要当同性恋了
[4230.05-4231.05] 你快趁着现在小
[4231.05-4233.05] 快抢救一下吧
[4233.05-4235.05] 要不然就得绝症了
[4235.05-4237.05] 这个抢救的方式非常中国
[4237.05-4238.05] 所以呢
[4238.05-4240.05] 这个女孩的爸爸
[4240.05-4241.05] 跟我同龄人吧
[4241.05-4242.05] 到现在
[4242.05-4243.05] 一年了
[4243.05-4244.05] 这事已经发生一年了
[4244.05-4246.05] 没跟女儿说过话
[4246.05-4248.05] 就跟不认识女儿一样
[4248.05-4250.05] 还好妈妈比较正常
[4250.05-4251.05] 但也接受不了
[4251.05-4253.05] 也是不停的劝
[4253.05-4255.05] 大家想想一个高三的女孩
[4255.05-4257.05] 他们现在高二高三
[4257.05-4258.05] 这样一个青春期
[4258.05-4261.05] 他在过什么样的日子
[4261.05-4263.05] 他又没有自理能力
[4263.05-4264.05] 不能搬出去住
[4264.05-4266.05] 你说他人生幸福吗
[4266.05-4267.05] 最近这几年人生是不是
[4267.05-4269.05] 像在火坑里一样
[4269.05-4270.05] 而且这个原生家庭
[4270.05-4272.05] 尤其他父亲对他这种状态
[4272.05-4274.05] 只能强化他做同性恋
[4274.05-4276.05] 他觉得男人太可恶了
[4276.05-4278.05] 而我的女儿不可能是同性恋
[4278.05-4281.05] 因为他们从小就觉得男人太好了
[4281.05-4282.05] 因为他们是我女儿
[4282.05-4284.05] 他们就觉得爸爸太好了
[4284.05-4285.05] 妈妈太幸福了
[4285.05-4287.05] 就是必须找个男人
[4287.05-4288.05] 所有的
[4288.05-4289.05] 都是
[4289.05-4291.05] 就是他只要不是
[4291.05-4293.05] 生理上的天生同性恋
[4293.05-4295.05] 孩子变成这种性取向的
[4295.05-4296.05] 这种异常人群
[4296.05-4298.05] 你要检讨一下自己
[4298.05-4300.05] 是不是自己做了一个不好的表率
[4300.05-4303.05] 人家觉得婚姻太恐怖了
[4303.05-4306.05] 传统的夫妻关系太可可怕了
[4306.05-4309.05] 所以这个是你这个压力家庭
[4309.05-4310.05] 特别普遍的现象
[4310.05-4312.05] 所以前两天
[4312.05-4314.05] 我在另一个朋友家里
[4314.05-4315.05] 遇到了这个妈妈
[4315.05-4316.05] 我他妈一直在挤为他
[4316.05-4317.05] 虽然是初次见面
[4317.05-4319.05] 但是我知道我女儿说就是他
[4319.05-4321.05] 然后我就一直在给他穿小鞋
[4321.05-4326.05] 他觉得我这个上海女士觉得我非常不礼貌
[4326.05-4328.05] 我是一个温文尔雅对女性的人
[4328.05-4329.05] 为什么对你这么不礼貌
[4329.05-4330.05] 就是因为这个原因
[4330.05-4332.05] 因为你做了一件非常恶心的事
[4332.05-4334.05] 非常非常恶心
[4334.05-4335.05] 你以为你做的是好事
[4335.05-4336.05] 其实你做什么一屁眼的事
[4336.05-4339.05] 你可能毁了那个孩子半生的幸福
[4339.05-4342.05] 就你这个偷偷告密这个举动
[4342.05-4343.05] 所以
[4343.05-4344.05] 呃
[4344.05-4346.05] 作为我们的作为女生的家庭
[4346.05-4348.05] 作为女生的家长的话
[4348.05-4351.05] 我们希望女孩找一个好的老公
[4351.05-4355.05] 但是我告诉我女儿找老公的三合标准
[4355.05-4356.05] 首先肉体上要合
[4356.05-4357.05] 你们要试一下
[4357.05-4359.05] 婚前必须给我试
[4359.05-4361.05] 不许到结婚那一天
[4361.05-4362.05] 才你们双方第一次
[4362.05-4364.05] 那都是他妈的歪理邪说
[4364.05-4367.05] 那都是中国古典文学中的最糟粕的
[4367.05-4369.05] 跟火小脚一样的
[4369.05-4371.05] 所谓的处女贞洁论
[4371.05-4372.05] 处女魔无价论
[4372.05-4374.05] 这都是胡扯
[4374.05-4375.05] 适不适合你
[4375.05-4376.05] 你自己知道不舒服
[4376.05-4377.05] 不能再往下
[4377.05-4378.05] 呃
[4378.05-4379.05] 这是第一
[4379.05-4380.05] 第二就是三观
[4380.05-4381.05] 你们是不是符合的
[4381.05-4384.05] 你那个男孩是不是小粉红
[4384.05-4385.05] 那个男孩是不是一个
[4385.05-4387.05] 是不是一个脑子有屎的人
[4387.05-4388.05] 如果人家是
[4388.05-4390.05] 认为你傻逼
[4390.05-4391.05] 你认为他傻逼
[4391.05-4392.05] 这个过不到一起去
[4392.05-4393.05] 第三就是家庭啊
[4393.05-4396.05] 我们必须跟对方的家庭很熟才行
[4396.05-4397.05] 如果不熟
[4397.05-4399.05] 那就双方必须变得很熟
[4399.05-4401.05] 之后你们才能谈婚论嫁
[4401.05-4402.05] 否则的话
[4402.05-4403.05] 你们这个婚姻
[4403.05-4404.05] 呃
[4404.05-4405.05] 双方家庭做背书的话
[4405.05-4407.05] 你们的婚姻也持续不了
[4407.05-4408.05] 啊
[4408.05-4409.05] 那
[4409.05-4411.05] 这就是我作为一个女儿的父亲
[4411.05-4413.05] 对你对女儿的指导
[4413.05-4414.05] 希望我的
[4414.05-4417.05] 呃经验和我的观点能对你产生
[4417.05-4419.05] 呃正能量的影响啊
[4419.05-4420.05] 你该看书看书
[4420.05-4422.05] 看不下去就别装了
[4422.05-4423.05] 呃你也不缺钱
[4423.05-4425.05] 你做的买卖干啥都行
[4425.05-4426.05] 你不就缺个男人吗
[4426.05-4427.05] 缺个男人
[4427.05-4428.05] 太简单了
[4428.05-4430.05] 你就到男人堆扎堆的地方去嘛
[4430.05-4432.05] 这玩意就改命还不容易
[4432.05-4433.05] 对不对
[4433.05-4434.05] 你缺女人
[4434.05-4435.05] 多的地方
[4435.05-4436.05] 你缺男人
[4436.05-4437.05] 就去男人多的地方
[4437.05-4438.05] 你缺钱
[4438.05-4439.05] 就去钱多的地方
[4439.05-4440.05] 对不对
[4440.05-4441.05] 好吧
[4441.05-4442.05] 那就今天就到这儿吧
[4442.05-4443.05] 一个半小时了
[4443.05-4444.05] 今天有超级录
[4444.05-4445.05] 拜拜拜拜
[4445.05-4446.05] 哎
[4446.05-4447.05] 别拜拜
[4447.05-4448.05] 关注
[4448.05-4449.05] 订阅
[4449.05-4450.05] 小铃铛
[4450.05-4451.05] 不迷路
[4451.05-4452.05] 再见
