[2.00-3.28] hello 大家好
[3.28-4.04] 又见面了
[3364.47-3365.59] 你就是那69%
[3365.63-3368.03] 70%的坏人里边有69%没挣着钱
[3368.03-3369.51] 就是90%多的坏人
[3369.55-3370.83] 99%的坏人没挣着钱
[3370.83-3372.31] 你就是那99%的概率
[3372.31-3372.95] 知道吧
[3372.99-3374.39] 所以你不要以为你没挣着钱
[3374.39-3375.23] 你就是好人了
[3375.23-3376.43] 一点关系都没有
[3376.91-3377.71] 相反
[3377.71-3379.43] 很多好人能挣着钱
[3379.87-3382.59] 所以1%的挣着钱的里边
[3382.59-3383.39] 我个人觉得
[3383.39-3385.07] 我判断一多半是好人
[3385.39-3386.55] 他挣着钱之后
[3386.55-3387.27] 他经历过之后
[3387.27-3388.03] 他坏人
[3388.03-3388.99] 他也会变成好人
[3389.15-3389.83] 就一半一半
[3389.95-3391.43] 像翟声英那样的挣着钱
[3391.43-3392.39] 还是坏蛋的
[3392.39-3393.79] 就是另一半了
[3393.95-3398.63] 所以好人不一定能挣着钱
[3399.15-3401.59] 坏人也不一定能挣着钱
[3401.99-3404.75] 但是你要是以为你没挣着钱
[3404.75-3405.51] 你就一定是好人
[3405.51-3406.51] 那你就太错了
[3406.75-3407.39] 所以
[3407.39-3407.63] 你
[3407.63-3408.55]  或者换句话说
[3408.55-3410.35] 你觉得人家挣着钱的一定是坏人
[3410.35-3411.03] 什么红三代
[3411.03-3412.27] 红二代一定是坏人
[3412.27-3413.27] 那也太肤浅了
[3414.83-3416.07] 我个人年轻是自诩
[3416.07-3417.23] 是马克思原教旨
[3417.23-3418.51] 因为我家庭出身
[3418.67-3420.11] 长辈从小就渲染
[3420.39-3422.59] 我是极看不上老毛老邓那一套的
[3422.63-3424.87] 觉得他们不符合普罗大众的利益
[3424.87-3425.99] 左的不要不要的
[3426.11-3427.67] 后来99年参加工作
[3427.67-3428.75] 接触了社会
[3428.87-3430.07] 了解了一二面
[3430.07-3433.91] 才觉得普世价值的重要性
[3433.91-3435.35] 觉得中国不是个好地方
[3435.67-3436.55] 党自私自利
[3436.55-3437.23] 贪污腐化
[3437.23-3438.27] 迟早要完蛋
[3438.27-3440.11] 于是我在04年愤然
[3440.11-3441.95] 论澳洲至今已20年
[3443.11-3444.39] 虽然起步是艰难
[3444.39-3445.03] 也后悔过
[3445.03-3446.39] 完整的错过了中国财富
[3446.39-3447.11] 疯涨的20年
[3447.11-3447.71] 没挣着钱
[3447.71-3448.35] 没错
[3448.35-3449.91] 你家庭背景
[3449.91-3451.59] 你真的是走早了
[3451.91-3455.71] 但是现在心态已经和完全平和了
[3455.71-3456.19] 对
[3456.19-3457.71] 你现在的心态完全平和
[3457.71-3459.35] 就像我现在心态完全平和一样
[3459.35-3460.67] 我们要感谢金尚
[3461.59-3463.43] 如果金尚是一个历经图治
[3463.43-3464.07] 改革开放的
[3464.07-3465.11] 这样一个牛逼干部
[3465.11-3465.47] 卧槽
[3465.47-3467.23] 那长头
[3467.23-3467.83] 不是悔青了
[3467.83-3468.95] 我们论早了
[3468.95-3470.63] 但现在我们心态特别平和
[3470.63-3472.91] 尤其是金尚各种骑在脸上
[3472.91-3474.59] 输出中国的老百姓
[3475.35-3477.63] 那真的是人人都有自私
[3477.63-3478.35] 小人的一面
[3478.35-3479.15] 我也不能免俗
[3479.15-3479.83] 你也不能免俗
[3479.83-3481.35] 所以我们现在心态平和了
[3481.55-3483.07] 因为compare对比
[3484.23-3486.63] 目前有两个子女家庭稳定
[3486.63-3488.27] 夫妻俩都为澳洲政府工作
[3488.27-3490.39] 我就想跟王哥探讨两个问题
[3490.39-3491.95] 一王哥说
[3492.03-3494.07] 人的命运可以从时间空间
[3494.07-3494.83] 两个维度改变
[3494.83-3495.75] 我远走澳洲
[3495.75-3497.15] 显然从实际空间上
[3497.23-3498.07] 改变了命运
[3498.27-3499.35] 从时间维度上
[3499.35-3500.39] 如何改变命运
[3500.39-3501.75] 是指濒死返生之后
[3501.75-3502.63] 重新活过
[3502.63-3502.99] 卧槽
[3502.99-3504.99] 你这个问题问得也太深了
[3505.03-3506.43] 这要展开说老了
[3506.43-3506.67] 卧槽
[3507.87-3508.43] 二
[3508.43-3510.91] 虽然我家平时不怎么跟在地
[3510.91-3511.55] 中国人交往
[3511.55-3512.51] 也因为文化问题
[3512.51-3514.47] 跟本地人交往也比较少
[3514.51-3515.51] 感觉不够融入
[3515.51-3517.11] 我的孩子都是在教会学校
[3517.11-3518.03] 是纯男校
[3518.07-3519.51] 平时在家宅着玩游戏
[3519.51-3520.51] 不擅长社交
[3520.55-3521.55] 这让我很担心
[3521.55-3522.75] 他们将来融入社会
[3522.75-3523.99] 与人交往的能力
[3524.03-3525.35] 乃至交女朋友的本事
[3525.35-3526.79] 请老王哥给些建议
[3526.79-3527.15] 再次
[3527.23-3528.91] 感谢老王哥亲情做节目
[3528.95-3530.75] 让我们每天生活不无聊
[3530.75-3531.47] 还能长见识
[3531.47-3531.79] 辞职
[3531.79-3532.35] 敬礼
[3532.39-3532.91] 悉尼
[3532.91-3533.51] 华润
[3534.71-3537.07] 这哥们从时间上
[3537.07-3538.35] 怎么改变命运
[3539.39-3541.59] 人生的空间和时间
[3541.79-3542.71] 不光是人生
[3542.71-3543.75] 万事万物
[3543.79-3545.19] 爱因斯坦时空相对论
[3545.19-3546.91] 都是真理
[3546.91-3548.15] 万事万物都是
[3548.19-3550.43] 在空间上产生的一切
[3551.71-3552.79] 变化也好
[3554.15-3555.55] 效应也好
[3555.55-3557.19] 在时间上都是可以等效的
[3557.23-3560.99] 所以你从北京润到了悉尼
[3560.99-3563.43] 你就改变了你的人生走向
[3563.43-3564.71] 甚至你的财富
[3564.71-3566.79] 甚至你的家庭构建
[3566.79-3569.55] 甚至你的寿命
[3569.75-3571.55] 健康全都受了影响
[3572.15-3573.35] 包括你未来的家族
[3573.35-3575.83] 从时间上怎么理解和解释这个事呢
[3576.55-3578.99] 就是随着时间的推移
[3579.27-3581.59] 你的仇人都变得不是那么愁了
[3581.99-3585.31] 你的杀父之仇都变得不是那么愁了
[3585.31-3586.79] 因为到第三代以后
[3586.79-3587.63] 他们都忘了
[3588.19-3589.75] 这就是时间上的推移
[3589.75-3592.35] 当我们能够活得足够时间长
[3592.55-3594.39] 当或者当我们的子女
[3594.39-3596.39] 能够延续我们时间足够长的时候
[3596.39-3598.11] 这世界上没有什么问题
[3598.11-3600.43] 是不能用时间解决
[3600.43-3601.51] 和用时间
[3601.87-3603.35] deal掉 kill掉的
[3603.55-3604.39] heal
[3604.43-3605.51] deal kill
[3606.55-3607.91] 跟空间是一样
[3608.03-3608.91] 你在这个地球上
[3608.91-3610.47] 无论有多大的仇人
[3610.47-3611.35] 多大的人
[3611.35-3612.83] 卧槽坏了
[3612.87-3615.19] 你被小灰人绑架
[3615.19-3616.59] 运到了外星
[3616.79-3617.67] 运到了火星
[3617.67-3618.55] 你再也回不来了
[3618.55-3622.27] 所以你的所有的问题都被kill deal heal了
[3622.27-3623.83] 时间也是一样的
[3623.83-3625.83] 100年以后哪有问题
[3625.83-3629.03] 恩怨情仇
[3629.03-3631.79] 100年时间解决一切问题
[3631.79-3633.55] 这是向后推算的
[3633.55-3635.95] 其实向前推算也一样的
[3635.95-3637.47] 如果我们打开脑洞的话
[3637.47-3638.91] 你说投胎
[3638.91-3640.75] 如果你认识到五维世界
[3640.75-3641.71] 六维世界
[3641.71-3642.43] 高维时空
[3642.43-3644.07] 实际上三维时空的一切
[3644.07-3645.87] 就像一本书的扇叶一样
[3645.87-3646.75] 早已经都发生了
[3646.75-3647.67] 那你就知道
[3647.67-3649.51] 投胎可不一定是往后投
[3650.79-3651.79] 想明白了吗
[3651.95-3653.91] 投胎不一定是往未来投
[3654.27-3658.51] 如果时间是真的是两个方向都可以走的
[3658.51-3659.83] 另一个维度的话
[3660.51-3662.83] 是往前投胎太可能了
[3662.83-3665.39] 一闭眼再一睁眼到唐朝去了
[3665.91-3667.31] 一闭眼再睁眼
[3667.31-3668.47] 在五胡乱华时代
[3668.47-3669.63] 在他们大清
[3669.67-3671.19] 是当然有可能了
[3671.63-3674.35] 所以前世今生不一定是
[3674.39-3676.71] 我们肉眼凡胎的前世今生
[3676.75-3678.99] 当然有可能是高位空间的
[3678.99-3680.23] 更高位的前世今生
[3680.23-3681.79] 甚至你投胎到外星球
[3681.79-3683.71] 另一个时空点都是有可能的
[3683.71-3685.75] 所以时间可以治愈一切
[3686.51-3691.31] 所以我理解的时间和空间等效性原理
[3691.31-3693.03] 你站在外星看地球
[3693.55-3695.03] 站在造物组
[3695.03-3697.79] 看我们所在的虚拟世界
[3697.79-3701.99] 我们所在的世界是实际的世界的概率
[3701.99-3702.95] 不到1 1 1
[3702.95-3705.75] 就是我们生活在一个simulator里面
[3705.75-3706.59] 生活在simulator里面
[3706.59-3709.67] 虚拟世界里面
[3709.67-3714.35] 所以你知道这些东西时间和空间有意义吗
[3714.35-3715.91] 时间和空间不是一回事吗
[3715.91-3717.03] 倒着走正着走
[3717.03-3719.03] 走远点走出地图去了
[3719.03-3720.99] 对不对
[3720.99-3721.59] 是这个概念
[3721.59-3725.19] 所以这就是我的理解
[3725.19-3726.99] 希望能够启发你的智慧
[3727.47-3728.59] 跑转隐喻
[3728.87-3731.11] 所以你说你小孩爱玩游戏
[3731.11-3733.47] 你就澳洲那么好的地方
[3733.47-3735.83] 你就多让他去参与一些
[3735.83-3736.35] 试验
[3736.59-3737.43] 世界上的东西
[3737.43-3740.11] 多让他参与一些人和人之间的交际
[3740.11-3741.27] 就是你小孩考大学
[3741.27-3743.15] 你就让他考大城市的大学
[3743.15-3745.35] 因为如果你要是乡下的话
[3745.35-3746.59] 你就让他去考
[3746.59-3748.87] 纽约去纽约大学
[3748.87-3751.39] 洛杉矶加州大学
[3751.39-3753.07] 你就让他换一个时空
[3753.07-3754.43] 换一个时间空间
[3754.43-3755.99] 他马上就变性格了
[3755.99-3757.11] 对不对
[3757.11-3757.75] 就这么简单
[3757.75-3760.91] 是你要是继续让他读一个
[3760.91-3764.23] 你们澳洲的一个省里的小大学
[3764.23-3766.47] 他这一辈子都找不着老婆有可能的
[3766.59-3769.35] 下一位老王
[3769.35-3769.87] 您好
[3769.87-3771.71] 工委的话就不多说了
[3771.71-3772.15] 哈哈
[3772.15-3773.75] 以前网友对您的工委
[3773.75-3774.83] 也都是我完全认同的
[3774.83-3776.99] 直接说我目前的情况
[3776.99-3777.71] 听您的意见
[3777.71-3779.27] 我和太太都是八五后
[3779.27-3780.75] 国定211大学毕业
[3780.75-3782.03] 毕业一直北漂
[3782.03-3783.43] 没有看您视频的时候
[3783.51-3786.39] 我们是就很坚定的要出去了
[3786.39-3788.11] 看完您视频就更加坚定了
[3788.11-3789.31] 我俩都是文科生
[3789.31-3791.03] 在北京的工作偏文的方向
[3791.03-3792.39] 在北京加班很严重
[3792.39-3793.87] 我家姑娘今年5岁了
[3793.87-3795.47] 我们陪伴的时间非常少
[3795.47-3796.43] 每晚回到家
[3796.43-3798.15] 就感觉这样的生活错过了
[3798.15-3800.11] 很多我女儿成长的时间
[3800.95-3802.07] 成长的时刻
[3802.07-3804.15] 目前计划是我太太把雅思考下来
[3804.15-3805.07] 学签过去
[3805.07-3807.43] 我自己配偶工签过去了
[3807.43-3808.55] 我们也不着急找工作
[3808.55-3809.15] 学学语言
[3809.15-3810.03] 学学技能
[3810.03-3810.75] 修个车
[3811.15-3812.47] 考个电工牌啥的
[3812.47-3814.47] 陪孩子快速的适应加拿大工作
[3814.91-3815.95] 你的计划很好
[3816.03-3818.07] 这跟看我的有个毛关系
[3818.07-3820.51] 你这句话就简直是个完美的计划
[3820.51-3821.71] 你说的特别
[3821.71-3823.03] 对我的特别感慨
[3823.03-3824.59] 我他妈的在北京工作的时候
[3824.59-3825.87] 我大女儿出生了
[3826.43-3827.99] 我回家以后
[3828.39-3830.35] 包括我二女儿出生
[3830.35-3832.11] 那时候我还有一段时间比较忙
[3832.63-3833.91] 他们老是问我一个问题
[3833.91-3836.27] 就爸爸你这次回家什么时候走
[3836.95-3838.35] 我就觉得特别不正常
[3838.35-3841.59] 当他们认为家是爸爸的一个旅馆的时候
[3841.59-3843.03] 那么这个人还叫爸爸吗
[3843.03-3844.23] 所以我就在看
[3844.23-3846.23] 我们在温哥华这些大奶
[3846.23-3848.67] 带着这些小孩子们
[3848.67-3849.95] 出现的各种心理问题
[3849.95-3852.91] 我就认真地在这开始跟孩子们
[3852.91-3855.91] 我的后边这两个小孩子们
[3855.91-3856.39] 共同生活
[3856.43-3857.23] 共同成长
[3857.23-3859.39] 充分地扮演父亲的角色
[3859.39-3859.75] 哎呦
[3859.75-3860.99] 那个幸福
[3860.99-3863.63] 那就包括我头发为什么黑了
[3863.63-3865.23] 这跟这个直接有关系
[3865.23-3866.63] 孩子们的成长
[3866.63-3868.47] 你每时每刻都在参与
[3868.95-3871.47] 和你是一个成功的商人
[3871.47-3872.35] 成功的企业家
[3872.35-3873.79] 然后孩子们见不到你
[3873.95-3875.39] 那个作用是乐趣
[3875.39-3876.91] 是完全不可等效的
[3877.07-3878.83] 比你挣了多少钱都值
[3880.56-3882.32] 目前在北京有两套房
[3882.32-3883.76] 差不多变现1300万
[3883.76-3886.08] 因为在北京打拼这么多年
[3886.08-3887.64] 对北京还是有些感情
[3887.68-3889.28] 加上双方父母年纪大了
[3889.28-3890.40] 都有些慢性疾病
[3890.40-3892.88] 我们想卖掉北京手里的两套房
[3893.04-3895.12] 再买一个偏一点大一点的
[3895.12-3897.56] 未来如果双方父母来北京看病
[3897.56-3899.00] 或者我们短暂回国
[3899.00-3900.76] 在北京可以有个落脚的地方
[3900.76-3903.24] 我们现在计划买一个600万的小三居
[3903.24-3904.88] 然后在银行做个抵押贷
[3904.88-3906.20] 可以贷出300万左右
[3906.20-3907.92] 也就是说最终押在房子上的钱
[3907.92-3909.12] 就是300万左右
[3909.96-3910.68] 关于房子
[3910.68-3912.12] 您觉得我们这样做有必要吗
[3912.12-3913.24] 还是尽快全部卖出
[3913.24-3914.56] 不再买入房产
[3914.56-3915.28] 更好
[3915.28-3916.08] 北片小兄弟
[3916.08-3917.48] 这个我不提供了
[3917.48-3919.00] 提供任何具体的建议
[3919.28-3921.52] 因为你错了会骂我的
[3922.08-3923.52] 而且涉及到你父母
[3924.32-3925.16] 长辈
[3925.44-3927.24] 长辈如果是在外地的话
[3927.24-3928.12] 你完全没有必要
[3928.12-3929.76] 让他们两家父母
[3929.92-3931.60] 到北京住你三居来
[3931.60-3932.32] 完全没有意义
[3932.32-3933.36] 而且他们不会幸福
[3933.36-3934.68] 他们会打起来的
[3934.92-3936.88] 而因为他们都是外地老人
[3936.88-3938.28] 他们在北京又没有朋友
[3938.28-3939.52] 你弄到一起
[3939.52-3941.00] 你不就是鸡同鸭讲吗
[3941.32-3943.36] 小鸡给小鸭子虫子
[3943.36-3944.24] 小鸭子不想吃
[3944.68-3946.44] 小鸭子给小鸡鱼
[3946.48-3947.40] 费这么半天劲
[3947.40-3949.20] 潜水抓出来的洞沟呛
[3949.20-3949.72] 泪沟呛
[3949.72-3950.64] 小鸡也不认
[3950.64-3952.48] 认为这个鱼太轻了
[3952.76-3954.48] 所以他想吃点玉米粒了
[3954.48-3957.52] 所以你不要想你老人需要什么
[3957.88-3960.16] 你世界没有两头钱
[3960.16-3960.88] 两头田
[3960.88-3962.36] 甘者没有两头田
[3962.36-3964.24] 人不可能当利两得
[3964.24-3965.16] 当婊子立牌坊
[3965.16-3965.84] 不可能
[3966.52-3968.00] 当你下定决心润
[3968.00-3968.96] 为了你的子女
[3968.96-3970.12] 下一代认出去的时候
[3970.12-3971.84] 你就必须跟上一代
[3971.84-3973.80] 斩钉截铁的切断关系
[3973.96-3976.12] 因为你没有福报
[3976.12-3977.36] 你没有家庭
[3977.36-3979.84] 把两边的老人都带到加拿大来
[3979.84-3980.36] 你没有
[3980.36-3981.92] 你这个条件里面有
[3981.96-3984.12] 你在加拿大你的收入
[3984.12-3986.20] 你也不可能支撑他们都过来
[3986.24-3989.48] 所以你只能是两害相权取其轻
[3989.52-3991.56] 你让父母在老家
[3991.60-3993.96] 安安稳稳的过完他们的余生
[3994.48-3995.84] 他们也有他们的退休金
[3995.84-3997.40] 他们如果退休金不够
[3997.44-4000.64] 你适当的进行经济上的资助就够了
[4000.96-4005.96] 不可能什么东西都是流被逃难
[4005.96-4007.04] 都带着高尔条盘
[4007.04-4007.32] 都不扔了
[4007.32-4008.52] 那不可能的事
[4008.52-4011.16] 而且你们还对什么北京有感情
[4011.16-4012.28] 在北京还要留套房
[4012.28-4013.36] 回北京还要住
[4013.40-4014.84] 你来加拿大一年以后
[4014.84-4015.68] 你就不这么想了
[4015.96-4017.52] 我话只能说到这一份上
[4018.28-4019.80] 你来加拿大不用查了
[4019.84-4021.44] 两年以后让你回北京
[4021.44-4022.44] 你都不想回北京
[4022.64-4023.36] 请你回去
[4023.36-4024.20] 你都不想回去
[4030.93-4032.73] 王弟弟我是刘奶奶
[4032.77-4036.89] 大姐这是三周前发现您的视频直播
[4036.89-4039.53] 一发现就让我不得不每天关注您
[4039.57-4041.25] 虽然我没有太多的知识和见识
[4041.25-4042.41] 但是您的聪明才智
[4042.41-4043.21] 胆识魄力
[4043.21-4044.09] 大爱和善良
[4044.09-4045.89] 让我坚信跟着您认识世界
[4045.93-4047.25] 学习您的认知和思维
[4047.25-4048.25] 这个世界会更美好
[4048.25-4049.41] 另外我坚信
[4049.45-4051.61] 明年的今天也就是明年的圣诞节
[4051.61-4053.37] 您的粉丝会达到百万
[4053.41-4054.93] 谢谢大姐
[4055.09-4056.05] 这个可能性不大
[4056.05-4058.53] 这个我还是非常理性的
[4058.57-4059.93] 百万个粉丝不可能
[4060.49-4062.05] 因为我说的这些东西
[4062.09-4063.45] 不是广大受众的
[4063.45-4064.77] 是小众
[4065.13-4067.29] 到时候在阳光明媚的日光
[4067.29-4068.01] 雨中裸奔
[4068.01-4068.61] 您别忘了
[4069.05-4070.65] 让我老者好好欣赏一下
[4070.65-4071.81] 帅哥的八块腹肌
[4071.93-4072.77] 我得先练出来
[4072.89-4073.13] 我没
[4073.13-4074.53] 八块腹肌大姐
[4074.53-4076.61] 因为这不是普通的八块腹肌
[4076.61-4078.33] 是相当于智慧和自信的
[4078.37-4079.61] 正义和善良
[4079.65-4081.25] 良知集结的肌肉线条
[4081.25-4081.73] 一言为定
[4082.17-4083.49] 谢谢老大姐
[4083.93-4085.73] 他也没有什么问题
[4085.73-4087.41] 他就是我给大家念
[4087.41-4088.09] 做个收尾
[4088.41-4089.73] 今天我又嗓子哑了
[4089.73-4090.33] 就不念了
[4091.49-4093.61] 希望大家过一个快乐的圣诞
[4093.85-4094.93] 晚上接着给大家念
[4095.05-4096.33] 如果经历允许的话
[4096.69-4099.09] 还有差不多一个小时的内容
[4099.93-4101.69] 就是怪力乱神的部分
[4101.97-4102.77] 再见
[4102.77-4106.29] 晚上念玄学怪力乱神的部分
[4106.89-4107.81] 跟大家聊玄学
[4107.81-4109.37] 今天晚上聊玄学不见不散
[4109.37-4109.97] 再见
